long,lat,Label,new_long,new_lat
3.204166668845,6.911666840395,0,2.8783518914897968e-05,6.208855961467694e-05
3.201666668855,6.910833507065,0,2.876106103288481e-05,6.20810736540059e-05
3.2025000021850003,6.910833507065,0,2.8768546993555868e-05,6.20810736540059e-05
3.2033333355150004,6.910833507065,0,2.8776032954226916e-05,6.20810736540059e-05
3.204166668845,6.910833507065,0,2.8783518914897968e-05,6.20810736540059e-05
3.2025000021850003,6.910000173735,0,2.8768546993555868e-05,6.207358769333483e-05
3.2033333355150004,6.910000173735,0,2.8776032954226916e-05,6.207358769333483e-05
3.204166668845,6.910000173735,0,2.8783518914897968e-05,6.207358769333483e-05
3.2025000021850003,6.909166840405,0,2.8768546993555868e-05,6.20661017326638e-05
3.2033333355150004,6.909166840405,0,2.8776032954226916e-05,6.20661017326638e-05
3.204166668845,6.909166840405,0,2.8783518914897968e-05,6.20661017326638e-05
3.2050000021750003,6.909166840405,0,2.8791004875569017e-05,6.20661017326638e-05
3.2025000021850003,6.9083335070750005,0,2.8768546993555868e-05,6.205861577199274e-05
3.2033333355150004,6.9083335070750005,0,2.8776032954226916e-05,6.205861577199274e-05
3.204166668845,6.9083335070750005,0,2.8783518914897968e-05,6.205861577199274e-05
3.2050000021750003,6.9083335070750005,0,2.8791004875569017e-05,6.205861577199274e-05
3.2083333354950003,6.9083335070750005,0,2.8820948718253234e-05,6.205861577199274e-05
3.2091666688250005,6.9083335070750005,0,2.8828434678924283e-05,6.205861577199274e-05
3.2025000021850003,6.907500173745,0,2.8768546993555868e-05,6.205112981132172e-05
3.2033333355150004,6.907500173745,0,2.8776032954226916e-05,6.205112981132172e-05
3.204166668845,6.907500173745,0,2.8783518914897968e-05,6.205112981132172e-05
3.2050000021750003,6.907500173745,0,2.8791004875569017e-05,6.205112981132172e-05
3.207500002165,6.907500173745,0,2.8813462757582176e-05,6.205112981132172e-05
3.2083333354950003,6.907500173745,0,2.8820948718253234e-05,6.205112981132172e-05
3.2033333355150004,6.906666840415,0,2.8776032954226916e-05,6.204364385065067e-05
3.204166668845,6.906666840415,0,2.8783518914897968e-05,6.204364385065067e-05
3.2050000021750003,6.906666840415,0,2.8791004875569017e-05,6.204364385065067e-05
3.206666668835,6.906666840415,0,2.8805976796911127e-05,6.204364385065067e-05
3.207500002165,6.906666840415,0,2.8813462757582176e-05,6.204364385065067e-05
3.2083333354950003,6.906666840415,0,2.8820948718253234e-05,6.204364385065067e-05
3.2033333355150004,6.905833507085,0,2.8776032954226916e-05,6.20361578899796e-05
3.204166668845,6.905833507085,0,2.8783518914897968e-05,6.20361578899796e-05
3.2050000021750003,6.905833507085,0,2.8791004875569017e-05,6.20361578899796e-05
3.205833335505,6.905833507085,0,2.879849083624007e-05,6.20361578899796e-05
3.206666668835,6.905833507085,0,2.8805976796911127e-05,6.20361578899796e-05
3.207500002165,6.905833507085,0,2.8813462757582176e-05,6.20361578899796e-05
3.2083333354950003,6.905833507085,0,2.8820948718253234e-05,6.20361578899796e-05
3.2033333355150004,6.905000173755,0,2.8776032954226916e-05,6.202867192930856e-05
3.204166668845,6.905000173755,0,2.8783518914897968e-05,6.202867192930856e-05
3.2050000021750003,6.905000173755,0,2.8791004875569017e-05,6.202867192930856e-05
3.205833335505,6.905000173755,0,2.879849083624007e-05,6.202867192930856e-05
3.206666668835,6.905000173755,0,2.8805976796911127e-05,6.202867192930856e-05
3.207500002165,6.905000173755,0,2.8813462757582176e-05,6.202867192930856e-05
3.2083333354950003,6.905000173755,0,2.8820948718253234e-05,6.202867192930856e-05
3.2033333355150004,6.904166840425,0,2.8776032954226916e-05,6.20211859686375e-05
3.204166668845,6.904166840425,0,2.8783518914897968e-05,6.20211859686375e-05
3.2050000021750003,6.904166840425,0,2.8791004875569017e-05,6.20211859686375e-05
3.205833335505,6.904166840425,0,2.879849083624007e-05,6.20211859686375e-05
3.206666668835,6.904166840425,0,2.8805976796911127e-05,6.20211859686375e-05
3.207500002165,6.904166840425,0,2.8813462757582176e-05,6.20211859686375e-05
3.2083333354950003,6.904166840425,0,2.8820948718253234e-05,6.20211859686375e-05
3.2033333355150004,6.903333507095,0,2.8776032954226916e-05,6.201370000796646e-05
3.204166668845,6.903333507095,0,2.8783518914897968e-05,6.201370000796646e-05
3.2050000021750003,6.903333507095,0,2.8791004875569017e-05,6.201370000796646e-05
3.205833335505,6.903333507095,0,2.879849083624007e-05,6.201370000796646e-05
3.206666668835,6.903333507095,0,2.8805976796911127e-05,6.201370000796646e-05
3.207500002165,6.903333507095,0,2.8813462757582176e-05,6.201370000796646e-05
3.2083333354950003,6.903333507095,0,2.8820948718253234e-05,6.201370000796646e-05
3.2091666688250005,6.903333507095,0,2.8828434678924283e-05,6.201370000796646e-05
3.2025000021850003,6.9025001737650005,0,2.8768546993555868e-05,6.200621404729542e-05
3.2033333355150004,6.9025001737650005,0,2.8776032954226916e-05,6.200621404729542e-05
3.204166668845,6.9025001737650005,0,2.8783518914897968e-05,6.200621404729542e-05
3.2050000021750003,6.9025001737650005,0,2.8791004875569017e-05,6.200621404729542e-05
